Ubicazione
ALZ NAVIGLIO GRANDE N. 146 ; (Z.D. 6)
VIA SAVONA N. 20 ; (Z.D. 6)
VIA SAVONA N. 45 ; (Z.D. 6)
VIA SAVONA N. 59 INGR.V.STENDHAL; (Z.D. 6)
VIA SAVONA N. 61 ; (Z.D. 6)
VIA SAVONA N. 80 ; (Z.D. 6)
VIA SCALVINI GIOVITA N. 3 ; (Z.D. 9)
VIA SCANINI ALESSANDRO N. 15 ; (Z.D. 7)
VIA SCARLATTI DOMENICO N. 27 CON INGRESSO VIA M.MACCHI; (Z.D. 2)
VIA SCARLATTI DOMENICO N. 7 ; (Z.D. 3)
VIA SCARPA ANTONIO N. 15 ; (Z.D. 7)
VIA SCHIAPARELLI GIOVANNI N. 1 RISERVATO AI SOLI SOCI; (Z.D. 2)
VIA SCHIAPARELLI GIOVANNI N. 4 ; (Z.D. 2)
VIA SCHIAPARELLI GIOVANNI N. 8 ; (Z.D. 2)
VIA SCIESA AMATORE N. 18 ; (Z.D. 4)
VIA SCIESA AMATORE N. 21 ; (Z.D. 4)
VIA SCIESA AMATORE N. 7 ; (Z.D. 4)
VIA SCROSATI LUIGI N. 8 ; (Z.D. 6)
VIA SEBASTIANO DEL PIOMBO N. 12 ; (Z.D. 8)
VIA SEBASTIANO DEL PIOMBO N. 15 (Z.D. 8)
VIA SEBASTIANO DEL PIOMBO N. 23 ; (Z.D. 8)
VIA SEBASTIANO DEL PIOMBO N. 3 (Z.D. 8)
VIA SEBASTIANO DEL PIOMBO N. 3 ALTRI LOCALI; (Z.D. 8)
VIA SEBASTIANO DEL PIOMBO N. 4 ; (Z.D. 8)
VIA SEBENICO N. 14 ; (Z.D. 9)
VIA SEBENICO N. 3 (Z.D. 9)
VIA SEBENICO N. 3 ; (Z.D. 9)
VIA SEBETO N. 1 CON INGR. P.ZA GIOVINE ITALIA; (Z.D. 1)
VIA SEBINO N. 19 ; (Z.D. 4)
VIA SEBINO N. 8 ; (Z.D. 4)
VIA SELLA QUINTINO N. 2 ; (Z.D. 1)
VIA SENATO N. 11 INTERNO PALESTRA (Z.D. 1)
VIA SENATO N. 13 ; (Z.D. 1)
VIA SENATO N. 15 ; (Z.D. 1)
VIA SENATO N. 2 ; (Z.D. 1)
VIA SENATO N. 5 CON INGRESSO VIA DELLA SPIGA 8; (Z.D. 1)
VIA SERAO MATILDE N. 7 ; (Z.D. 7)
VIA SERCOGNANI GIUSEPPE N. 2 (Z.D. 8)
VIA SERCOGNANI GIUSEPPE N. 4 ; (Z.D. 8)
VIA SERLIO SEBASTIANO N. 11 ; (Z.D. 4)
VIA SERLIO SEBASTIANO NUM.0082; (Z.D. 4)
VIA SETTALA LODOVICO N. 20 (Z.D. 3)
VIA SETTALA LODOVICO N. 20 ; (Z.D. 3)
VIA SETTALA LODOVICO N. 9 ; (Z.D. 3)
VIA SETTEMBRINI LUIGI N. 18 I PIANO; (Z.D. 3)
VIA SETTEMBRINI LUIGI N. 2 ; (Z.D. 3)
VIA SETTEMBRINI LUIGI N. 20 ; (Z.D. 3)
VIA SETTEMBRINI LUIGI N. 29 ; (Z.D. 2)
VIA SETTEMBRINI LUIGI N. 49 ; (Z.D. 2)
VIA SETTEMBRINI LUIGI N. 60 ; (Z.D. 3)
VIA SFORZA ASCANIO N. 81 ; (Z.D. 5)
VIA SIGIERI GOFFREDO N. 1 ; (Z.D. 4)
VIA SIGIERI GOFFREDO N. 4 (Z.D. 4)
VIA SIGIERI GOFFREDO N. 6 ; (Z.D. 4)
VIA SILVA GUGLIELMO N. 29 ; (Z.D. 8)
VIA SILVA GUGLIELMO N. 35 ; (Z.D. 8)
VIA SILVA GUGLIELMO N. 39 ; (Z.D. 8)
VIA SILVA GUGLIELMO N. 43 ; (Z.D. 8)
VIA SILVA GUGLIELMO N. 45 ; (Z.D. 8)
VIA SILVA GUGLIELMO N. 49 ; (Z.D. 8)
VIA SIMONETTA CICCO N. 17 ; (Z.D. 1)
VIA SIRTORI GIUSEPPE N. 13 ; (Z.D. 3)
VIA SIRTORI GIUSEPPE N. 4 (Z.D. 3)
VIA SISMONDI GIANCARLO N. 1 ; (Z.D. 4)
VIA SISMONDI GIANCARLO N. 36 ; (Z.D. 4)
VIA SISMONDI GIANCARLO N. 38 (Z.D. 4)
VIA SISMONDI GIANCARLO N. 48 (Z.D. 4)
VIA SISMONDI GIANCARLO N. 48 ; (Z.D. 4)
VIA SLATAPER SCIPIO N. 17 ; (Z.D. 2)
VIA SLATAPER SCIPIO N. 19 ; (Z.D. 2)
VIA SMAREGLIA ANTONIO N. 1 ; (Z.D. 4)
VIA SODERINI LUIGI N. 25 ; (Z.D. 6)
VIA SODERINI LUIGI N. 55 ; (Z.D. 6)
VIA SODERINI LUIGI N. 9 ; (Z.D. 6)
VIA SOLARI ANDREA N. 1 ; (Z.D. 6)
VIA SOLARI ANDREA N. 12 PRIMO PIANO; (Z.D. 6)
VIA SOLARI ANDREA N. 15 ; (Z.D. 6)
VIA SOLARI ANDREA N. 23 ; (Z.D. 6)
VIA SOLARI ANDREA N. 3 ; (Z.D. 6)
VIA SOLARI ANDREA N. 4 ; (Z.D. 6)
VIA SOLARI ANDREA N. 40 ; (Z.D. 6)
VIA SOLARI ANDREA N. 41 (Z.D. 6)
VIA SOLARI ANDREA N. 41 ; (Z.D. 6)
VIA SOLARI ANDREA N. 43 (Z.D. 6)
VIA SOLARI ANDREA N. 48 ; (Z.D. 6)
VIA SOLARI ANDREA NUM.002A; (Z.D. 6)
VIA SOLARI ANDREA NUM.043; (Z.D. 6)
VIA SOLAROLI PAOLO N. 10 ; (Z.D. 5)
VIA SOLFERINO N. 11 ; (Z.D. 1)
VIA SOLFERINO N. 12 ; (Z.D. 1)
VIA SOLFERINO N. 24 ; (Z.D. 1)
VIA SOLFERINO N. 24 PIANO SEMINTERRATO; (Z.D. 1)
VIA SOLFERINO N. 25 ; (Z.D. 1)
VIA SOLFERINO N. 3 (Z.D. 1)
VIA SOLFERINO N. 42 ; (Z.D. 1)
VIA SOLFERINO N. 46 ; (Z.D. 1)
VIA SOLFERINO N. 56 ; (Z.D. 1)
VIA SOMMACAMPAGNA N. 9 ; (Z.D. 9)
VIA SONNINO SIDNEY N. 2 ; (Z.D. 8)
VIA SOPERGA N. 52 ; (Z.D. 2)
VIA SOTTOCORNO PASQUALE N. 1 ; (Z.D. 4)
VIA SOTTOCORNO PASQUALE N. 17 ; (Z.D. 4)
VIA SOTTOCORNO PASQUALE N. 2 ; (Z.D. 4)
VIA SOTTOCORNO PASQUALE N. 3 ; (Z.D. 4)
VIA SPADARI N. 3 ; (Z.D. 1)
VIA SPALLANZANI LAZZARO N. 15 (Z.D. 3)
VIA SPALLANZANI LAZZARO N. 36 ; (Z.D. 3)
VIA SPALLANZANI LAZZARO N. 6 PRIMO PIANO; (Z.D. 3)
VIA SPARTACO N. 21 ; (Z.D. 4)
VIA SPARTACO N. 23 ; (Z.D. 4)
VIA SPARTACO N. 37 ; (Z.D. 4)
VIA SPARTACO N. 38 ; (Z.D. 4)
VIA SPONTINI GASPARE N. 1 INTERNO - PRIMO PIANO; (Z.D. 3)
VIA SPONTINI GASPARE N. 10 ; (Z.D. 3)
VIA SPONTINI GASPARE N. 4 ; (Z.D. 3)
VIA STAMIRA D'ANCONA N. 27 (Z.D. 2)
VIA STAMPA N. 1 ; (Z.D. 1)
VIA STAMPA N. 1 INGRESSO DA V.QUASIMODO; (Z.D. 1)
VIA STATUTO N. 12 ; (Z.D. 1)
VIA STATUTO N. 18 CON INGRESSO V- MOSCOVA NØ 39; (Z.D. 1)
VIA STAZIO CECILIO N. 11 ; (Z.D. 2)
VIA STAZIO CECILIO N. 18 (Z.D. 2)
VIA STENDHAL ENRICO N. 57 ; (Z.D. 6)
VIA STEPHENSON GIORGIO N. 4 ; (Z.D. 8)
VIA STOPPANI ANTONIO N. 10 ; (Z.D. 3)
VIA STOPPANI ANTONIO N. 12 ; (Z.D. 3)
VIA STOPPANI ANTONIO N. 15 ; (Z.D. 3)
VIA STOPPANI ANTONIO N. 33 ; (Z.D. 3)
VIA STRADELLA ALESSANDRO N. 1 ANG.VIA EUSTACHI; (Z.D. 3)
VIA STRADIVARI ANTONIO N. 1 ; (Z.D. 3)
VIA STRAMBIO GAETANO N. 22 (Z.D. 3)
VIA STRAMBIO GAETANO N. 23 ESTETISTA IN APPARTAMENTO; (Z.D. 3)
VIA STRAMBIO GAETANO N. 29 ; (Z.D. 3)
VIA STRESA N. 16 ; (Z.D. 2)
VIA STRIGELLI GAETANO N. 5 ; (Z.D. 4)
VIA STROMBOLI N. 22 ; (Z.D. 7)
VIA SULMONA N. 23 1 LOCALE; (Z.D. 4)
VIA SULMONA N. 23 ; (Z.D. 4)
VIA TABACCHI ODOARDO N. 3 ; (Z.D. 5)
VIA TADINO ALESSANDRO N. 13 ; (Z.D. 3)
VIA TADINO ALESSANDRO N. 15 ; (Z.D. 3)
VIA TADINO ALESSANDRO N. 18 ; (Z.D. 3)
VIA TADINO ALESSANDRO N. 19 (Z.D. 3)
VIA TADINO ALESSANDRO N. 2 ; (Z.D. 3)
VIA TADINO ALESSANDRO N. 26 ; (Z.D. 3)
VIA TADINO ALESSANDRO N. 3 (Z.D. 3)
VIA TADINO ALESSANDRO N. 3 ; (Z.D. 3)
VIA TAGIURA N. 10 ; (Z.D. 6)
VIA TAGLIAMENTO N. 19 INT.PALESTRA PER SOLI; (Z.D. 4)
VIA TAGLIAMENTO N. 5 ; (Z.D. 4)
VIA TAJANI FILIPPO N. 1 VIA TAJANI 1 (Z.D. 3)
VIA TAJANI FILIPPO N. 10 (Z.D. 3)
VIA TAJANI FILIPPO N. 11 ; (Z.D. 3)
VIA TALLONE CESARE N. 16 ; (Z.D. 3)
VIA TANTARDINI ANTONIO N. 8 ; (Z.D. 5)
VIA TAORMINA N. 2 INGR. VIA TRESCORE ANG.CASERTA; (Z.D. 9)
VIA TAORMINA N. 40 CON INGRESSO IN VIA MURAT; (Z.D. 9)
VIA TARAMELLI TORQUATO N. 68 ; (Z.D. 2)
VIA TARAMELLI TORQUATO N. 70 ; (Z.D. 2)
VIA TARRA GIULIO N. 6 (Z.D. 2)
VIA TARRA GIULIO N. 6 ; (Z.D. 2)
VIA TARTINI GIUSEPPE N. 12 ; (Z.D. 9)
VIA TARTINI GIUSEPPE N. 2 (Z.D. 9)
VIA TARTINI GIUSEPPE N. 2 ; (Z.D. 9)
VIA TARTINI GIUSEPPE N. 34 (Z.D. 9)
VIA TARTINI GIUSEPPE N. 37 INGRESSO DA VIA CANDIANI; (Z.D. 9)
VIA TARTINI GIUSEPPE NUM.002A; (Z.D. 7)
VIA TAVAZZANO N. 10 ; (Z.D. 8)
VIA TAVAZZANO N. 12 ; (Z.D. 8)
VIA TAVAZZANO N. 14 ; (Z.D. 8)
VIA TEANO N. 2 ; (Z.D. 9)
VIA TEANO N. 28 ; (Z.D. 9)
VIA TEANO N. 36 ; (Z.D. 9)
VIA TEANO N. 8 ; (Z.D. 9)
VIA TELLINI ENRICO N. 2 ; (Z.D. 8)
VIA TENCA CARLO N. 10 (Z.D. 2)
VIA TENCA CARLO N. 24 (Z.D. 2)
VIA TENCA CARLO N. 24 DIFFIDA PER MANC.QUALIFICA; (Z.D. 2)
VIA TEODOSIO N. 100 ; (Z.D. 3)
VIA TEODOSIO N. 104 ; (Z.D. 3)
VIA TEODOSIO N. 18 ; (Z.D. 3)
VIA TEODOSIO N. 20 ; (Z.D. 3)
VIA TEODOSIO N. 33 (Z.D. 3)
VIA TEODOSIO N. 33 ; (Z.D. 3)
VIA TEODOSIO N. 37 ; (Z.D. 3)
VIA TEODOSIO N. 56 ; (Z.D. 3)
VIA TEODOSIO N. 6 ; (Z.D. 3)
VIA TEODOSIO N. 60 ; (Z.D. 3)
VIA TEODOSIO N. 74 ; (Z.D. 3)
VIA TEODOSIO N. 80 (Z.D. 3)
VIA TEODOSIO N. 82 P. RIALZATO; (Z.D. 3)
VIA TEODOSIO N. 83 (Z.D. 3)
VIA TERAMO N. 31 (Z.D. 6)
VIA TERAMO N. 31 ; (Z.D. 6)
VIA TERMOPILI N. 29 ; (Z.D. 2)
VIA TERRAGGIO N. 23 P.T. + PIANO INTERRATO; (Z.D. 1)
VIA TERRUGGIA GIOVANNI N. 1 ; (Z.D. 9)
VIA TERRUGGIA GIOVANNI N. 34 ; (Z.D. 9)
VIA TERTULLIANO N. 34 (Z.D. 4)
VIA TERTULLIANO N. 35 ; (Z.D. 4)
VIA TESSA DELIO N. 2 ; (Z.D. 1)
VIA TEULIE' PIETRO N. 5 ; (Z.D. 5)
VIA THAON DI REVEL GENOVA N. 10 ; (Z.D. 9)
VIA TIEPOLO GIAN BATTISTA N. 1 ; (Z.D. 3)
VIA TIRABOSCHI GEROLAMO N. 1 ; (Z.D. 4)
VIA TIRABOSCHI GEROLAMO N. 15 ; (Z.D. 4)
VIA TIRABOSCHI GEROLAMO N. 3 ; (Z.D. 4)
VIA TIRABOSCHI GEROLAMO N. 6 ; (Z.D. 4)
VIA TIRSO N. 4 ; (Z.D. 5)
VIA TITO LIVIO N. 11 ; (Z.D. 4)
VIA TITO LIVIO N. 17 VIA TITO LIVIO  17 (Z.D. 4)
VIA TITO LIVIO N. 20 ; (Z.D. 4)
VIA TITO LIVIO N. 22 ; (Z.D. 4)
VIA TITO LIVIO N. 24 ; (Z.D. 4)
VIA TITO LIVIO N. 25 ; (Z.D. 4)
VIA TITO LIVIO N. 26 ; (Z.D. 4)
VIA TITO LIVIO N. 33 ; (Z.D. 4)
VIA TITO LIVIO N. 37 ; (Z.D. 4)
VIA TIVOLI N. 8 ; (Z.D. 1)
VIA TIZIANO VECELLIO N. 15 ; (Z.D. 8)
VIA TIZIANO VECELLIO N. 19 (Z.D. 8)
VIA TOLMEZZO NUM.005; (Z.D. 3)
VIA TOLMEZZO NUM.0121; (Z.D. 3)
VIA TOLSTOI LEONE N. 17 ING. PUBB. VIA GIAMBELLINO; (Z.D. 6)
VIA TOLSTOI LEONE N. 31 ; (Z.D. 6)
VIA TOLSTOI LEONE N. 37 ; (Z.D. 6)
VIA TOLSTOI LEONE N. 40 ; (Z.D. 6)
VIA TOLSTOI LEONE N. 53 ; (Z.D. 6)
VIA TOLSTOI LEONE N. 70 ; (Z.D. 6)
VIA TOLSTOI LEONE NUM.0241; (Z.D. 6)
VIA TONOLI RITA N. 1 ; (Z.D. 8)
VIA TORINO N. 23 ; (Z.D. 1)
VIA TORINO N. 57 2^ PIANO; (Z.D. 1)
VIA TORINO N. 64 ; (Z.D. 1)
VIA TORRE CARLO N. 37 ; (Z.D. 6)
VIA TORRE CARLO N. 45 ; (Z.D. 6)
VIA TORRIANI NAPO N. 12 (Z.D. 2)
VIA TORRIANI NAPO N. 12 CON INGRESSO BOSCOVICH 22; (Z.D. 2)
VIA TORRIANI NAPO N. 22 (Z.D. 2)
VIA TORRICELLI EVANGELISTA N. 10 ; (Z.D. 5)
VIA TORRICELLI EVANGELISTA N. 21 ; (Z.D. 5)
VIA TORRICELLI EVANGELISTA N. 3 (Z.D. 5)
VIA TORRICELLI EVANGELISTA N. 9 ; (Z.D. 5)
VIA TORTONA N. 19 ; (Z.D. 6)
VIA TOSCOLANO N. 1 ; (Z.D. 4)
VIA TOSELLI PIETRO N. 1 (Z.D. 2)
VIA TOSI FRANCO N. 14 ; (Z.D. 6)
VIA TRAIANO MARCO ULPIO N. 11 ; (Z.D. 9)
VIA TRAIANO MARCO ULPIO N. 11 CON INGR. VIALE TEODORICO 26; (Z.D. 9)
VIA TRAIANO MARCO ULPIO N. 50 ; (Z.D. 9)
VIA TRAIANO MARCO ULPIO N. 58 VIA TRAIANO 58 (Z.D. 8)
VIA TRAIANO MARCO ULPIO N. 62 ; (Z.D. 9)
VIA TRAIANO MARCO ULPIO N. 64 (Z.D. 8)
VIA TRAIANO MARCO ULPIO N. 64 ; (Z.D. 9)
VIA TRAU' N. 2 ; (Z.D. 9)
VIA TRAU' N. 2 PIANO TERRA; (Z.D. 9)
VIA TRECCANI DEGLI ALFIERI GIOVANNI N. 16 ; (Z.D. 5)
VIA TRENNO N. 15 ; (Z.D. 8)
VIA TRIESTE N. 15 ; (Z.D. 7)
VIA TRIESTE N. 19 (Z.D. 7)
VIA TRIESTE N. 19 ; (Z.D. 7)
VIA TRILUSSA N. 15 TRAS.STESSO N. CIVICO; (Z.D. 8)
VIA TRINCEA DELLE FRASCHE N. 1 (Z.D. 5)
VIA TRINCEA DELLE FRASCHE N. 1 ; (Z.D. 5)
VIA TRIVULZIO ANTONIO TOLOMEO N. 2 (Z.D. 7)
VIA TRIVULZIO ANTONIO TOLOMEO N. 30 SEMINTERRATO; (Z.D. 7)
VIA TRIVULZIO ANTONIO TOLOMEO N. 4 ; (Z.D. 7)
VIA TURATI FILIPPO N. 26 (Z.D. 1)
VIA TURATI FILIPPO N. 29 ; (Z.D. 1)
VIA TURATI FILIPPO N. 3 ; (Z.D. 1)
VIA UBERTI GIULIO N. 18 ; (Z.D. 3)
VIA UBERTI GIULIO N. 5 ; (Z.D. 3)
VIA UCCELLO PAOLO N. 14 (Z.D. 8)
VIA UGONI CAMILLO N. 6 ; (Z.D. 9)
VIA URBANO III N. 3 ; (Z.D. 1)
VIA VAL BAVONA N. 3 ; (Z.D. 6)
VIA VAL CISMON N. 4 ; (Z.D. 9)
VIA VAL D'INTELVI N. 24 ; (Z.D. 7)
VIA VAL DI BONDO N. 10 ; (Z.D. 9)
VIA VAL DI BONDO N. 14 (Z.D. 9)
VIA VAL DI BONDO N. 2 ; (Z.D. 9)
VIA VAL DI BONDO N. 6 ; (Z.D. 9)
VIA VAL DI LEDRO N. 11 ; (Z.D. 9)
VIA VAL DI SOLE N. 10 ; (Z.D. 5)
VIA VAL DI SOLE N. 22 ; (Z.D. 5)
VIA VAL GARDENA N. 25 ; (Z.D. 2)
VIA VAL LEVENTINA N. 3 ; (Z.D. 7)
VIA VAL MAIRA N. 14 ; (Z.D. 9)
VIA VAL MAIRA N. 4 (Z.D. 9)
VIA VAL MAIRA N. 6 ; (Z.D. 9)
VIA VAL MESOLCINA N. 2 ; (Z.D. 4)
VIA VAL MESOLCINA N. 2 PIANO SEMINTERRATO; (Z.D. 4)
VIA VAL TROMPIA N. 11 ; (Z.D. 8)
VIA VAL TROMPIA N. 15 ; (Z.D. 8)
VIA VAL TROMPIA N. 33 ; (Z.D. 8)
VIA VAL TROMPIA N. 41 (Z.D. 8)
VIA VAL TROMPIA N. 43 ; (Z.D. 8)
VIA VAL TROMPIA N. 45 (Z.D. 8)
VIA VAL TROMPIA N. 49 ; (Z.D. 8)
VIA VAL TROMPIA N. 9 ; (Z.D. 8)
VIA VALENZA N. 5 VIA VALENZA  5 (Z.D. 6)
VIA VALFURVA N. 1 ; (Z.D. 9)
VIA VALFURVA N. 2 ; (Z.D. 9)
VIA VALFURVA N. 4 ; (Z.D. 9)
VIA VALLA LORENZO N. 14 (Z.D. 5)
VIA VALLA LORENZO N. 14 ; (Z.D. 5)
VIA VALLA LORENZO N. 25 ; (Z.D. 5)
VIA VALLA LORENZO NUM.02520; (Z.D. 5)
VIA VALLARSA N. 1 ; (Z.D. 5)
VIA VALLAZZE N. 101 ; (Z.D. 3)
VIA VALLAZZE N. 20 ; (Z.D. 3)
VIA VALLAZZE N. 66 (Z.D. 3)
VIA VALLAZZE N. 66 ; (Z.D. 3)
VIA VALLAZZE N. 78 ; (Z.D. 3)
VIA VALLAZZE N. 86 ; (Z.D. 3)
VIA VALLAZZE N. 89 ; (Z.D. 3)
VIA VALLE ANTRONA N. 1 ; (Z.D. 7)
VIA VALLE ISORNO N. 8 ; (Z.D. 7)
VIA VALPARAISO N. 5 ; (Z.D. 6)
VIA VALPARAISO N. 9 ; (Z.D. 6)
VIA VALPARAISO NUM.007; (Z.D. 6)
VIA VALTELLINA N. 18 ; (Z.D. 9)
VIA VALTELLINA N. 40 ; (Z.D. 9)
VIA VANNUCCI ATTO N. 2 ING. VIA RIPAMONTI; (Z.D. 5)
VIA VANNUCCI ATTO N. 8 (Z.D. 5)
VIA VANVITELLI LUIGI N. 1 ; (Z.D. 3)
VIA VANVITELLI LUIGI NUM.006A; (Z.D. 3)
VIA VARANINI LUIGI N. 12 (Z.D. 2)
VIA VARANINI LUIGI N. 12 ; (Z.D. 2)
VIA VARANINI LUIGI N. 26 ; (Z.D. 2)
VIA VARANINI LUIGI N. 3 ; (Z.D. 2)
VIA VARE' GIOVANNI BATTISTA N. 28 ; (Z.D. 9)
VIA VARE' GIOVANNI BATTISTA N. 30 ; (Z.D. 9)
VIA VARESE N. 1 ; (Z.D. 1)
VIA VARESE N. 20 ; (Z.D. 1)
VIA VARESE N. 4 ; (Z.D. 1)
VIA VARESE N. 8 ; (Z.D. 1)
VIA VARESINA N. 68 (Z.D. 8)
VIA VARESINA N. 92 ; (Z.D. 8)
VIA VEGLIA N. 7 ; (Z.D. 9)
VIA VENEZIANO DOMENICO N. 5 ; (Z.D. 4)
VIA VENIERO SEBASTIANO N. 16 ; (Z.D. 8)
VIA VENINI GIULIO E CORRADO N. 1 ; (Z.D. 2)
VIA VENINI GIULIO E CORRADO N. 43 (Z.D. 2)
VIA VENINI GIULIO E CORRADO N. 61 ; (Z.D. 2)
VIA VENINI GIULIO E CORRADO N. 62 ; (Z.D. 2)
VIA VENINI GIULIO E CORRADO N. 65 ; (Z.D. 2)
VIA VENINI GIULIO E CORRADO N. 70 ; (Z.D. 2)
VIA VENINI GIULIO E CORRADO N. 91 ; (Z.D. 2)
"VIA VENINI GIULIO E CORRADO N. 91 VIA VENINI, 91 (Z.D. 2)"
VIA VENINI GIULIO E CORRADO N. 95 ; (Z.D. 2)
VIA VENINI GIULIO E CORRADO NUM.014; (Z.D. 3)
VIA VENOSA N. 6 ; (Z.D. 4)
VIA VERATTI LUIGI N. 12 ; (Z.D. 8)
VIA VERDI GIUSEPPE N. 2 ; (Z.D. 1)
VIA VERGA ANDREA N. 22 ; (Z.D. 7)
VIA VERGATO N. 1 ; (Z.D. 9)
VIA VERGATO N. 2 ; (Z.D. 9)
VIA VERITA' DON GIOVANNI N. 4 (Z.D. 9)
VIA VERITA' DON GIOVANNI N. 4 ; (Z.D. 9)
VIA VERRAZZANO GIOVANNI N. 1 ; (Z.D. 2)
VIA VERRO BERNARDINO N. 45 ; (Z.D. 5)
VIA VERRO BERNARDINO N. 49 ; (Z.D. 5)
VIA VERRO BERNARDINO N. 62 ; (Z.D. 5)
VIA VERRO BERNARDINO N. 7 ; (Z.D. 5)
VIA VERTOIBA N. 3 ; (Z.D. 4)
VIA VESPRI SICILIANI N. 13 ; (Z.D. 6)
VIA VESPRI SICILIANI N. 30 ; (Z.D. 6)
VIA VESPRI SICILIANI N. 90 ; (Z.D. 6)
VIA VESPRI SICILIANI NUM.016; (Z.D. 6)
VIA VETERE N. 9 ; (Z.D. 1)
VIA VETTABBIA N. 1 ; (Z.D. 1)
VIA VICO GIAN BATTISTA NUM.0046; (Z.D. 1)
VIA VIGEVANO N. 1 ; (Z.D. 6)
VIA VIGEVANO N. 14 ; (Z.D. 6)
VIA VIGEVANO N. 20 ; (Z.D. 6)
VIA VIGEVANO N. 3 ; (Z.D. 6)
VIA VIGEVANO N. 45 ; (Z.D. 6)
VIA VIGEVANO N. 7 (Z.D. 6)
VIA VIGEVANO N. 8 ; (Z.D. 6)
VIA VIGNA N. 5 ; (Z.D. 1)
VIA VIGNATI CESARE N. 18 ; (Z.D. 9)
VIA VIGNOLA N. 2 ; (Z.D. 5)
VIA VIGNOLI TITO N. 37 ; (Z.D. 6)
VIA VIGNOLI TITO N. 42 ; (Z.D. 6)
VIA VIGNOLI TITO N. 53 INGR.VIA LORENTEGGIO; (Z.D. 6)
VIA VILLORESI EUGENIO N. 1 ; (Z.D. 6)
VIA VILLORESI EUGENIO N. 28 ; (Z.D. 6)
VIA VILLORESI EUGENIO N. 3 ; (Z.D. 6)
VIA VILLORESI EUGENIO N. 4 ; (Z.D. 6)
VIA VIMINALE N. 8 ; (Z.D. 3)
VIA VIOTTI GIOVANNI BATTISTA N. 25 ; (Z.D. 3)
VIA VIPACCO N. 4 CON INGRESSO VIA BRUNICO; (Z.D. 2)
VIA VIPACCO N. 4 INGRESSO DA VIA BRUNICO 3; (Z.D. 2)
VIA VIPACCO N. 6 ; (Z.D. 2)
VIA VIPACCO N. 6 CON INGR. IN VIA BRUNICO 5; (Z.D. 2)
VIA VISCONTI ALEX NUM.022B; (Z.D. 8)
VIA VISCONTI ALEX NUM.022C; (Z.D. 8)
VIA VISCONTI D'ARAGONA ALESSANDRO N. 17 ; (Z.D. 3)
VIA VISCONTI DI MODRONE UBERTO N. 38 SEMINTERRATO; (Z.D. 1)
VIA VISCONTI DI MODRONE UBERTO N. 4 ; (Z.D. 1)
VIA VITRUVIO N. 1 ; (Z.D. 3)
VIA VITRUVIO N. 11 I PIANO; (Z.D. 3)
VIA VITRUVIO N. 35 ; (Z.D. 3)
VIA VITRUVIO N. 38 I PIANO; (Z.D. 2)
VIA VITRUVIO N. 43 ; (Z.D. 2)
VIA VITRUVIO N. 46 ; (Z.D. 2)
VIA VITRUVIO N. 5 ; (Z.D. 3)
VIA VITRUVIO N. 7 ; (Z.D. 3)
VIA VITTADINI CARLO N. 5 ; (Z.D. 5)
VIA VITTADINI CARLO N. 7 ; (Z.D. 5)
VIA VITTANI GIOVANNI N. 1 ; (Z.D. 8)
VIA VITTANI GIOVANNI N. 2 ; (Z.D. 8)
VIA VITTORINI ELIO N. 14 ; (Z.D. 4)
VIA VITTORINI ELIO N. 22 ; (Z.D. 4)
VIA VIVAIO N. 14 ; (Z.D. 1)
VIA VIVIANI VINCENZO N. 2 ; (Z.D. 9)
VIA VODICE N. 1 ; (Z.D. 7)
VIA VODICE N. 9 ; (Z.D. 7)
VIA VOLTA ALESSANDRO N. 15 ; (Z.D. 1)
VIA VOLTA ALESSANDRO N. 20 ; (Z.D. 1)
VIA VOLTA ALESSANDRO N. 8 ; (Z.D. 1)
VIA VOLTURNO N. 41 ; (Z.D. 9)
VIA VOLVINIO N. 18 ; (Z.D. 5)
VIA VOLVINIO N. 28 ; (Z.D. 5)
VIA VOLVINIO N. 31 (Z.D. 5)
VIA VOLVINIO N. 39 ; (Z.D. 5)
VIA VOLVINIO N. 46 ; (Z.D. 5)
VIA VOLVINIO N. 6 ; (Z.D. 5)
VIA WASHINGTON GIORGIO N. 102 ; (Z.D. 6)
VIA WASHINGTON GIORGIO N. 107 ; (Z.D. 6)
VIA WASHINGTON GIORGIO N. 108 ; (Z.D. 6)
VIA WASHINGTON GIORGIO N. 11 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 15 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 17 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 27 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 49 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 5 (Z.D. 7)
VIA WASHINGTON GIORGIO N. 5 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 52 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 72 PIANO INTERRATO; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 74 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 76 ; (Z.D. 7)
VIA WASHINGTON GIORGIO N. 80 ; (Z.D. 6)
VIA WASHINGTON GIORGIO N. 82 ; (Z.D. 6)
VIA WASHINGTON GIORGIO NUM.057A; (Z.D. 7)
VIA WATT GIACOMO N. 1 ANGOLO VIA BINDA; (Z.D. 6)
VIA WATT GIACOMO N. 16 ; (Z.D. 6)
VIA WATT GIACOMO N. 4 ; (Z.D. 6)
